author,degree,betweenness,closeness,eigenvector
Nils Schneider,0.009433962264150943,0.0,0.05745368009518953,2.718382895412881e-06
Gavin Andresen,0.009433962264150943,0.0,0.04759222754153759,6.961045316900571e-07
Aaron Voisine,0.0660377358490566,0.0034141958670260556,0.0670859538784067,4.896461695870181e-07
Sean Bowe,0.03773584905660377,0.0012578616352201257,0.05031446540880503,3.0436372075489784e-07
Marek Palatinus,0.02830188679245283,0.0,0.04644412191582003,2.8738143779139924e-07
Pavol Rusnak,0.02830188679245283,0.0,0.04644412191582003,2.8738143779139924e-07
Justin Newton,0.02830188679245283,0.0,0.043126684636118594,2.7774835684125166e-07
Matt David,0.02830188679245283,0.0,0.043126684636118594,2.7774835684125166e-07
James MacWhyte,0.02830188679245283,0.0,0.043126684636118594,2.7774835684125166e-07
Mike Caldwell,0.009433962264150943,0.0,0.03773584905660377,1.3012423584703672e-07
Daira Hopwood,0.009433962264150943,0.0,0.031777557100297914,8.088513510929901e-08
Luke Dashjr,0.02830188679245283,0.00035938903863432165,0.02830188679245283,6.068513700201892e-18
Emil Engler,0.018867924528301886,0.0,0.021226415094339625,5.18638046808024e-18
MarcoFalke,0.018867924528301886,0.0,0.021226415094339625,5.18638046808024e-18
Shaolin Fry,0.009433962264150943,0.0,0.016981132075471698,2.7964386385525963e-18
Jeff Garzik,0.018867924528301886,0.0,0.018867924528301886,1.770494715148844e-19
Manuel Araoz,0.018867924528301886,0.0,0.018867924528301886,1.770494715148844e-19
Ryan X. Charles,0.018867924528301886,0.0,0.018867924528301886,1.770494715148844e-19
Matias Alejo Garcia,0.018867924528301886,0.0,0.018867924528301886,1.770494715148844e-19
Tom Harding,0.018867924528301886,0.0,0.018867924528301886,1.770494715148844e-19
Dagur Valberg Johannsson,0.018867924528301886,0.0,0.018867924528301886,1.770494715148844e-19
Велеслав,0.018867924528301886,0.0,0.018867924528301886,1.770494715148844e-19
Jonas Schnelli,0.018867924528301886,0.0,0.018867924528301886,1.770494715148844e-19
Daniel Pape,0.018867924528301886,0.0,0.018867924528301886,1.770494715148844e-19
Olaoluwa Osuntokun,0.018867924528301886,0.0,0.018867924528301886,1.770494715148844e-19
Alex Akselrod,0.018867924528301886,0.0,0.018867924528301886,1.770494715148844e-19
Jim Posen,0.018867924528301886,0.0,0.018867924528301886,1.770494715148844e-19
Amir Taaki,0.009433962264150943,0.0,0.009433962264150943,3.210168525608604e-30
Patrick Strateman,0.009433962264150943,0.0,0.009433962264150943,3.210168525608604e-30
Justus Ranvier,0.009433962264150943,0.0,0.009433962264150943,3.210168525608604e-30
Michael Dubrovsky,0.009433962264150943,0.0,0.009433962264150943,3.210168525608604e-30
Bogdan Penkovsky,0.009433962264150943,0.0,0.009433962264150943,3.210168525608604e-30
Jimmy Song,0.009433962264150943,0.0,0.009433962264150943,3.210168525608604e-30
Omar Shibli,0.009433962264150943,0.0,0.009433962264150943,3.210168525608604e-30
Nicholas Gregory,0.009433962264150943,0.0,0.009433962264150943,3.210168525608604e-30
Matthew Black,0.009433962264150943,0.0,0.009433962264150943,3.210168525608604e-30
Tony Cai,0.009433962264150943,0.0,0.009433962264150943,3.210168525608604e-30
Paul Sztorc,0.009433962264150943,0.0,0.009433962264150943,3.210168525608604e-30
CryptAxe,0.009433962264150943,0.0,0.009433962264150943,3.210168525608604e-30
Pavel Moravec,0.009433962264150943,0.0,0.009433962264150943,3.210168525608604e-30
Jan Čapek,0.009433962264150943,0.0,0.009433962264150943,3.210168525608604e-30
Shinobius,0.009433962264150943,0.0,0.009433962264150943,3.210168525608604e-30
Michael Folkson,0.009433962264150943,0.0,0.009433962264150943,3.210168525608604e-30
Alan Reiner,0.0,0.0,0.0,1.3921886758037748e-48
Stefan Thomas,0.0,0.0,0.0,1.3921886758037748e-48
Fontaine,0.0,0.0,0.0,1.3921886758037748e-48
Daniel Weigl,0.0,0.0,0.0,1.3921886758037748e-48
Kristov Atlas,0.0,0.0,0.0,1.3921886758037748e-48
Stephen Pair,0.0,0.0,0.0,1.3921886758037748e-48
Toby Padilla,0.0,0.0,0.0,1.3921886758037748e-48
Ryan Havar,0.0,0.0,0.0,1.3921886758037748e-48
Ethan Kosakovsky,0.0,0.0,0.0,1.3921886758037748e-48
Robert Spigler,0.0,0.0,0.0,1.3921886758037748e-48
Dmitry Petukhov,0.0,0.0,0.0,1.3921886758037748e-48
Suhas Daftuar,0.0,0.0,0.0,1.3921886758037748e-48
James Hilliard,0.0,0.0,0.0,1.3921886758037748e-48
Jorge Timón,0.0,0.0,0.0,1.3921886758037748e-48
t.khan,0.0,0.0,0.0,1.3921886758037748e-48
Upal Chakraborty,0.0,0.0,0.0,1.3921886758037748e-48
Washington Y. Sanchez,0.0,0.0,0.0,1.3921886758037748e-48
Jeremy Rubin,0.0,0.0,0.0,1.3921886758037748e-48
Kalle Rosenbaum,0.0,0.0,0.0,1.3921886758037748e-48
Marco Pontello,0.0,0.0,0.0,1.3921886758037748e-48
Steven Roose,0.0,0.0,0.0,1.3921886758037748e-48
Chris Priest,0.0,0.0,0.0,1.3921886758037748e-48
Andy Chase,0.0,0.0,0.0,1.3921886758037748e-48
Alex Morcos,0.0,0.0,0.0,1.3921886758037748e-48
Tom Zander,0.0,0.0,0.0,1.3921886758037748e-48
Sancho Panza,0.0,0.0,0.0,1.3921886758037748e-48
Christopher Gilliard,0.0,0.0,0.0,1.3921886758037748e-48
Wladimir J. van der Laan,0.0,0.0,0.0,1.3921886758037748e-48
