author,degree,betweenness,closeness,eigenvector
Brad Denby,0.04716981132075471,0.0,0.04716981132075472,0.40824828617757564
Andrew Miller,0.04716981132075471,0.0,0.04716981132075472,0.40824828617757564
Giulia Fanti,0.04716981132075471,0.0,0.04716981132075472,0.40824828617757564
Surya Bakshi,0.04716981132075471,0.0,0.04716981132075472,0.40824828617757564
Shaileshh Bojja Venkatakrishnan,0.04716981132075471,0.0,0.04716981132075472,0.40824828617757564
Pramod Viswanath,0.04716981132075471,0.0,0.04716981132075472,0.40824828617757564
Pieter Wuille,0.09433962264150943,0.04195867026055705,0.11809923130677848,7.531820107153601e-05
Eric Lombrozo,0.04716981132075471,0.028930817610062894,0.10628930817610063,4.5422238984143225e-05
Peter Todd,0.04716981132075471,0.01958670260557053,0.09518445508307519,4.112895960415902e-05
Mark Friedenbach,0.05660377358490566,0.01769991015274034,0.08857442348008386,3.7503941321753546e-05
Greg Maxwell,0.02830188679245283,0.0,0.08857442348008386,3.701129118927677e-05
Rusty Russell,0.02830188679245283,0.0,0.08857442348008386,3.701129118927677e-05
BtcDrak,0.04716981132075471,0.005300988319856244,0.0850314465408805,3.542767086066281e-05
Jonas Nick,0.02830188679245283,0.0002695417789757412,0.0850314465408805,3.139760346838445e-05
Anthony Towns,0.03773584905660377,0.00880503144654088,0.0861805201427843,2.9126341092650054e-05
Johnson Lau,0.018867924528301886,0.0,0.0924254853705223,2.9120780560326612e-05
Tim Ruffing,0.018867924528301886,0.0,0.08176100628930817,2.5737896982807272e-05
Nicolas Dorier,0.02830188679245283,0.0,0.06713008937437935,2.3182723029031906e-05
kinoshitajona,0.02830188679245283,0.0,0.06713008937437935,2.3182723029031906e-05
Andrew Chow,0.009433962264150943,0.0,0.08072605684260807,1.8165393726197065e-05
Gleb Naumenko,0.009433962264150943,0.0,0.08072605684260807,1.8165393726197065e-05
Kalle Alm,0.018867924528301886,0.0,0.06643081761006289,1.7591019421317966e-05
Matt Corallo,0.02830188679245283,0.012758310871518418,0.07415533128565159,1.1271214955650477e-05
William Swanson,0.009433962264150943,0.0,0.07502774694783575,1.0955386834129549e-05
Thomas Kerin,0.02830188679245283,0.008625336927223719,0.06857374721038749,1.0684306593943377e-05
David A. Harding,0.009433962264150943,0.0,0.0693191140278917,9.919495539829566e-06
Christian Decker,0.009433962264150943,0.0,0.06441776253097009,7.0247161891401865e-06
Karl-Johan Alm,0.009433962264150943,0.0,0.06441776253097009,7.0247161891401865e-06
Hugo Nguyen,0.03773584905660377,0.0,0.03773584905660377,6.037655947264679e-06
Peter Gray,0.03773584905660377,0.0,0.03773584905660377,6.037655947264679e-06
Marko Bencun,0.03773584905660377,0.0,0.03773584905660377,6.037655947264679e-06
Aaron Chen,0.03773584905660377,0.0,0.03773584905660377,6.037655947264679e-06
Rodolfo Novak,0.03773584905660377,0.0,0.03773584905660377,6.037655947264679e-06
Jean-Pierre Rupp,0.018867924528301886,0.0,0.05450733752620545,3.396271815954376e-06
Ruben de Vries,0.018867924528301886,0.0,0.05450733752620545,3.396271815954376e-06
Mike Hearn,0.018867924528301886,0.004492362982929021,0.058507876060238884,2.886267306209275e-06
