edge_type,source,target,value
body_extracted_regex,123,11,1
body_extracted_regex,123,12,1
body_extracted_regex,123,13,1
body_extracted_regex,123,14,1
body_extracted_regex,123,15,1
body_extracted_regex,123,16,1
body_extracted_regex,123,17,1
body_extracted_regex,123,18,1
body_extracted_regex,123,19,1
body_extracted_regex,123,20,1
body_extracted_regex,123,21,1
body_extracted_regex,123,22,1
body_extracted_regex,123,23,1
body_extracted_regex,123,30,1
body_extracted_regex,123,31,1
body_extracted_regex,123,32,1
body_extracted_regex,123,33,1
body_extracted_regex,123,34,1
body_extracted_regex,123,35,1
body_extracted_regex,123,36,1
body_extracted_regex,123,37,1
body_extracted_regex,123,38,1
body_extracted_regex,123,39,1
body_extracted_regex,123,42,1
body_extracted_regex,123,43,1
body_extracted_regex,123,44,1
body_extracted_regex,123,45,1
body_extracted_regex,123,47,1
body_extracted_regex,123,49,1
body_extracted_regex,123,50,1
body_extracted_regex,123,60,1
body_extracted_regex,123,61,1
body_extracted_regex,123,62,1
body_extracted_regex,123,64,1
body_extracted_regex,123,65,1
body_extracted_regex,123,66,1
body_extracted_regex,123,67,1
body_extracted_regex,123,68,1
body_extracted_regex,123,69,1
body_extracted_regex,123,70,1
body_extracted_regex,123,71,1
body_extracted_regex,123,72,1
body_extracted_regex,123,73,1
body_extracted_regex,123,74,1
body_extracted_regex,123,75,1
body_extracted_regex,123,80,1
body_extracted_regex,123,81,1
body_extracted_regex,123,83,1
body_extracted_regex,123,99,1
body_extracted_regex,123,101,1
body_extracted_regex,123,102,1
body_extracted_regex,123,103,1
body_extracted_regex,123,105,1
body_extracted_regex,123,106,1
body_extracted_regex,123,107,1
body_extracted_regex,123,109,1
body_extracted_regex,123,111,1
body_extracted_regex,123,112,1
body_extracted_regex,123,113,1
body_extracted_regex,123,114,1
body_extracted_regex,123,120,1
body_extracted_regex,123,121,1
body_extracted_regex,123,122,1
body_extracted_regex,123,124,1
body_extracted_regex,123,125,1
body_extracted_regex,123,126,1
body_extracted_regex,123,130,1
body_extracted_regex,123,131,1
body_extracted_regex,123,132,1
body_extracted_regex,123,133,1
body_extracted_regex,123,134,1
body_extracted_regex,123,140,1
body_extracted_regex,123,141,1
body_extracted_regex,123,142,1
body_extracted_regex,123,143,1
body_extracted_regex,123,144,1
body_extracted_regex,123,145,1
body_extracted_regex,123,146,1
body_extracted_regex,123,147,1
body_extracted_regex,123,150,1
body_extracted_regex,123,151,1
body_extracted_regex,123,152,1
body_extracted_regex,124,16,1
body_extracted_regex,124,32,1
body_extracted_regex,124,65,1
body_extracted_regex,124,112,1
body_extracted_regex,125,68,1
body_extracted_regex,125,112,1
body_extracted_regex,126,69,1
body_extracted_regex,127,44,1
body_extracted_regex,127,174,1
body_extracted_regex,132,1,1
body_extracted_regex,134,68,1
body_extracted_regex,135,9,1
body_extracted_regex,135,34,1
body_extracted_regex,135,65,1
body_extracted_regex,135,66,1
body_extracted_regex,136,173,1
body_extracted_regex,137,322,1
body_extracted_regex,140,11,1
body_extracted_regex,140,30,1
body_extracted_regex,140,34,1
body_extracted_regex,140,62,1
body_extracted_regex,140,66,1
body_extracted_regex,141,9,1
body_extracted_regex,141,16,1
body_extracted_regex,141,62,1
body_extracted_regex,141,65,1
body_extracted_regex,141,68,1
body_extracted_regex,141,70,1
body_extracted_regex,141,112,1
body_extracted_regex,141,143,1
body_extracted_regex,141,144,1
body_extracted_regex,141,146,1
body_extracted_regex,141,173,1
body_extracted_regex,142,13,1
body_extracted_regex,142,16,1
body_extracted_regex,142,47,1
body_extracted_regex,142,70,1
body_extracted_regex,142,141,1
body_extracted_regex,143,141,1
body_extracted_regex,143,144,1
body_extracted_regex,144,130,1
body_extracted_regex,144,141,1
body_extracted_regex,145,9,1
body_extracted_regex,145,22,1
body_extracted_regex,145,23,1
body_extracted_regex,145,141,1
body_extracted_regex,146,9,1
body_extracted_regex,146,62,1
body_extracted_regex,146,66,1
body_extracted_regex,146,141,1
body_extracted_regex,146,152,1
body_extracted_regex,147,9,1
body_extracted_regex,147,62,1
body_extracted_regex,147,141,1
body_extracted_regex,147,143,1
body_extracted_regex,147,152,1
body_extracted_regex,148,9,1
body_extracted_regex,148,16,1
body_extracted_regex,148,141,1
body_extracted_regex,148,143,1
body_extracted_regex,148,147,1
body_extracted_regex,149,8,1
body_extracted_regex,149,9,1
body_extracted_regex,149,141,1
body_extracted_regex,149,143,1
body_extracted_regex,149,147,1
body_extracted_regex,150,151,1
body_extracted_regex,152,130,1
body_extracted_regex,152,141,1
body_extracted_regex,152,144,1
body_extracted_regex,156,1,1
body_extracted_regex,156,2,1
body_extracted_regex,157,37,1
body_extracted_regex,157,111,1
body_extracted_regex,157,158,1
body_extracted_regex,158,37,1
body_extracted_regex,158,141,1
body_extracted_regex,158,157,1
body_extracted_regex,173,13,1
body_extracted_regex,173,16,1
body_extracted_regex,173,141,1
body_extracted_regex,173,142,1
body_extracted_regex,173,143,1
body_extracted_regex,174,32,1
body_extracted_regex,174,127,1
body_extracted_regex,174,173,1
body_extracted_regex,175,32,1
body_extracted_regex,175,43,1
body_extracted_regex,175,44,1
body_extracted_regex,178,16,1
body_extracted_regex,180,141,1
body_extracted_regex,197,199,1
body_extracted_regex,300,9,1
body_extracted_regex,300,141,1
body_extracted_regex,301,9,1
body_extracted_regex,320,8,1
body_extracted_regex,320,9,1
body_extracted_regex,322,325,1
body_extracted_regex,322,340,1
body_extracted_regex,325,141,1
body_extracted_regex,330,141,1
body_extracted_regex,339,141,1
body_extracted_regex,339,143,1
body_extracted_regex,339,144,1
body_extracted_regex,340,32,1
body_extracted_regex,340,62,1
body_extracted_regex,340,66,1
body_extracted_regex,340,118,1
body_extracted_regex,340,146,1
body_extracted_regex,341,98,1
body_extracted_regex,341,114,1
body_extracted_regex,341,117,1
body_extracted_regex,341,118,1
body_extracted_regex,341,141,1
body_extracted_regex,341,143,1
body_extracted_regex,341,173,1
body_extracted_regex,341,340,1
body_extracted_regex,341,342,1
body_extracted_regex,342,65,1
body_extracted_regex,342,112,1
body_extracted_regex,342,141,1
body_extracted_regex,342,143,1
body_extracted_regex,342,340,1
body_extracted_regex,342,341,1
requires,341,340,1
requires,342,340,1
requires,342,341,1
replaces,2,1,1
replaces,78,79,1
replaces,135,9,1
replaces,173,142,1
proposed_replacement,1,2,1
proposed_replacement,79,78,1
