author,degree,betweenness,closeness,eigenvector
Andrew Miller,0.05208333333333333,0.0,0.052083333333333336,0.4082482656188283
Brad Denby,0.05208333333333333,0.0,0.052083333333333336,0.4082482656188283
Giulia Fanti,0.05208333333333333,0.0,0.052083333333333336,0.4082482656188283
Surya Bakshi,0.05208333333333333,0.0,0.052083333333333336,0.4082482656188283
Shaileshh Bojja Venkatakrishnan,0.05208333333333333,0.0,0.052083333333333336,0.4082482656188283
Pramod Viswanath,0.05208333333333333,0.0,0.052083333333333336,0.4082482656188283
Pieter Wuille,0.125,0.10953947368421053,0.18,0.00019658019067888375
Tim Ruffing,0.05208333333333333,0.0042763157894736845,0.13106796116504854,0.00011031506370035272
Jonas Schnelli,0.05208333333333333,0.014912280701754385,0.13106796116504854,9.607768085845894e-05
Jonas Nick,0.041666666666666664,0.003947368421052632,0.1298076923076923,8.997424635638529e-05
Dhruv Mehta,0.03125,0.0,0.12857142857142856,8.674169008057026e-05
Peter Todd,0.05208333333333333,0.04057017543859649,0.140625,8.383655210715756e-05
Greg Maxwell,0.03125,0.0,0.1323529411764706,7.691783329021093e-05
Rusty Russell,0.03125,0.0,0.1323529411764706,7.691783329021093e-05
Eric Lombrozo,0.05208333333333333,0.055043859649122805,0.14835164835164835,7.438130162859072e-05
Anthony Towns,0.041666666666666664,0.015131578947368421,0.1298076923076923,6.798190656616683e-05
Johnson Lau,0.020833333333333332,0.0,0.135,5.832564853432867e-05
Ava Chow,0.03125,0.028070175438596492,0.1323529411764706,4.9461437916721026e-05
Elliott Jin,0.020833333333333332,0.0,0.10074626865671642,4.311315162926033e-05
Gleb Naumenko,0.010416666666666666,0.0,0.12272727272727273,4.2314747430348816e-05
Mark Friedenbach,0.0625,0.031469298245614036,0.11946902654867256,3.81414555678589e-05
BtcDrak,0.05208333333333333,0.009758771929824562,0.1163793103448276,3.649250085807058e-05
Велеслав,0.020833333333333332,0.0,0.09854014598540146,2.6353943654561345e-05
Daniel Pape,0.020833333333333332,0.0,0.09854014598540146,2.6353943654561345e-05
Matt Corallo,0.041666666666666664,0.029166666666666667,0.1097560975609756,2.1014591571669484e-05
Nicolas Dorier,0.03125,0.0,0.09246575342465753,2.047196669206881e-05
