edge_type,source,target,value
body_extracted_llm,141,9,1
body_extracted_llm,141,16,1
body_extracted_llm,141,143,1
body_extracted_llm,141,144,1
body_extracted_llm,142,13,1
body_extracted_llm,142,16,1
body_extracted_llm,142,141,1
body_extracted_llm,143,141,1
body_extracted_llm,143,144,1
body_extracted_llm,144,130,1
body_extracted_llm,144,141,1
body_extracted_llm,145,9,1
body_extracted_llm,145,22,1
body_extracted_llm,145,23,1
body_extracted_llm,145,141,1
body_extracted_llm,146,9,1
body_extracted_llm,146,66,1
body_extracted_llm,146,141,1
body_extracted_llm,147,9,1
body_extracted_llm,147,62,1
body_extracted_llm,147,141,1
body_extracted_llm,147,143,1
body_extracted_llm,148,9,1
body_extracted_llm,148,141,1
body_extracted_llm,148,143,1
body_extracted_llm,148,147,1
body_extracted_llm,149,8,1
body_extracted_llm,149,9,1
body_extracted_llm,149,141,1
body_extracted_llm,149,143,1
body_extracted_llm,149,147,1
body_extracted_llm,150,151,1
body_extracted_llm,152,130,1
body_extracted_llm,152,141,1
body_extracted_llm,152,144,1
body_extracted_llm,157,37,1
body_extracted_llm,157,158,1
body_extracted_llm,158,157,1
body_extracted_llm,173,13,1
body_extracted_llm,173,16,1
body_extracted_llm,173,141,1
body_extracted_llm,173,143,1
body_extracted_llm,174,16,1
body_extracted_llm,174,32,1
body_extracted_llm,174,127,1
body_extracted_llm,174,143,1
body_extracted_llm,174,341,1
body_extracted_llm,175,32,1
body_extracted_llm,175,43,1
body_extracted_llm,175,44,1
body_extracted_llm,178,16,1
body_extracted_llm,178,173,1
body_extracted_llm,180,141,1
body_extracted_llm,197,16,1
body_extracted_llm,197,199,1
body_extracted_llm,199,16,1
body_extracted_llm,199,65,1
body_extracted_llm,199,112,1
body_extracted_llm,300,118,1
body_extracted_llm,310,9,1
body_extracted_llm,320,8,1
body_extracted_llm,320,9,1
body_extracted_llm,321,21,1
body_extracted_llm,321,173,1
body_extracted_llm,321,350,1
body_extracted_llm,321,351,1
body_extracted_llm,321,352,1
body_extracted_llm,322,325,1
body_extracted_llm,322,340,1
body_extracted_llm,324,340,1
body_extracted_llm,325,141,1
body_extracted_llm,326,68,1
body_extracted_llm,326,341,1
body_extracted_llm,327,32,1
body_extracted_llm,327,340,1
body_extracted_llm,327,341,1
body_extracted_llm,328,32,1
body_extracted_llm,328,327,1
body_extracted_llm,329,32,1
body_extracted_llm,329,380,1
body_extracted_llm,330,141,1
body_extracted_llm,330,339,1
body_extracted_llm,330,340,1
body_extracted_llm,331,339,1
body_extracted_llm,337,341,1
body_extracted_llm,338,37,1
body_extracted_llm,338,60,1
body_extracted_llm,338,152,1
body_extracted_llm,339,141,1
body_extracted_llm,339,144,1
body_extracted_llm,340,32,1
body_extracted_llm,341,9,1
body_extracted_llm,341,114,1
body_extracted_llm,341,117,1
body_extracted_llm,341,118,1
body_extracted_llm,341,141,1
body_extracted_llm,341,143,1
body_extracted_llm,341,340,1
body_extracted_llm,341,342,1
body_extracted_llm,341,350,1
body_extracted_llm,342,141,1
body_extracted_llm,342,340,1
body_extracted_llm,342,341,1
body_extracted_llm,343,8,1
body_extracted_llm,343,340,1
body_extracted_llm,343,341,1
body_extracted_llm,343,342,1
body_extracted_llm,345,118,1
body_extracted_llm,345,119,1
body_extracted_llm,345,125,1
body_extracted_llm,345,341,1
body_extracted_llm,345,342,1
body_extracted_llm,346,9,1
body_extracted_llm,346,118,1
body_extracted_llm,346,119,1
body_extracted_llm,346,342,1
body_extracted_llm,346,347,1
body_extracted_llm,346,348,1
body_extracted_llm,347,341,1
body_extracted_llm,347,342,1
body_extracted_llm,348,340,1
body_extracted_llm,348,342,1
body_extracted_llm,349,341,1
body_extracted_llm,349,342,1
body_extracted_llm,350,141,1
body_extracted_llm,350,173,1
body_extracted_llm,351,32,1
body_extracted_llm,351,44,1
body_extracted_llm,351,47,1
body_extracted_llm,352,158,1
body_extracted_llm,352,341,1
body_extracted_llm,352,350,1
body_extracted_llm,353,21,1
body_extracted_llm,353,174,1
body_extracted_llm,353,321,1
body_extracted_llm,360,141,1
body_extracted_llm,360,173,1
body_extracted_llm,360,340,1
body_extracted_llm,360,341,1
body_extracted_llm,360,342,1
body_extracted_llm,360,350,1
body_extracted_llm,370,174,1
body_extracted_llm,371,32,1
body_extracted_llm,371,174,1
body_extracted_llm,371,340,1
body_extracted_llm,371,341,1
body_extracted_llm,371,342,1
body_extracted_llm,372,174,1
body_extracted_llm,372,370,1
body_extracted_llm,373,32,1
body_extracted_llm,373,174,1
body_extracted_llm,373,327,1
body_extracted_llm,373,328,1
body_extracted_llm,373,340,1
body_extracted_llm,373,341,1
body_extracted_llm,373,370,1
body_extracted_llm,374,327,1
body_extracted_llm,374,340,1
body_extracted_llm,374,352,1
body_extracted_llm,375,174,1
body_extracted_llm,375,352,1
body_extracted_llm,375,370,1
body_extracted_llm,375,374,1
body_extracted_llm,379,141,1
body_extracted_llm,379,342,1
body_extracted_llm,379,380,1
body_extracted_llm,379,382,1
body_extracted_llm,379,386,1
body_extracted_llm,380,32,1
body_extracted_llm,380,381,1
body_extracted_llm,380,382,1
body_extracted_llm,380,383,1
body_extracted_llm,380,384,1
body_extracted_llm,380,385,1
body_extracted_llm,380,386,1
body_extracted_llm,380,390,1
body_extracted_llm,380,392,1
body_extracted_llm,381,32,1
body_extracted_llm,381,380,1
body_extracted_llm,382,380,1
body_extracted_llm,383,32,1
body_extracted_llm,383,380,1
body_extracted_llm,384,380,1
body_extracted_llm,385,380,1
body_extracted_llm,386,341,1
body_extracted_llm,386,380,1
body_extracted_llm,387,32,1
body_extracted_llm,387,341,1
body_extracted_llm,387,380,1
body_extracted_llm,387,383,1
body_extracted_llm,388,32,1
body_extracted_llm,388,327,1
body_extracted_llm,388,341,1
body_extracted_llm,388,379,1
body_extracted_llm,388,380,1
body_extracted_llm,388,389,1
body_extracted_llm,389,32,1
body_extracted_llm,389,380,1
body_extracted_llm,390,32,1
body_extracted_llm,390,327,1
body_extracted_llm,390,328,1
body_extracted_llm,390,380,1
body_extracted_llm,390,389,1
body_extracted_llm,392,32,1
body_extracted_llm,392,341,1
body_extracted_llm,392,350,1
body_extracted_llm,392,352,1
body_extracted_llm,392,380,1
body_extracted_llm,392,390,1
body_extracted_llm,433,141,1
body_extracted_llm,433,350,1
body_extracted_llm,434,324,1
body_extracted_llm,434,339,1
body_extracted_llm,442,119,1
body_extracted_llm,442,340,1
body_extracted_llm,442,342,1
body_extracted_llm,442,348,1
body_extracted_llm,442,349,1
body_extracted_llm,443,341,1
